index;Case ID;Activity;Resource;Complete Timestamp;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
1118;Application_1825104006;A_Complete;User_31;2016/01/04 13:34:12.073;New credit;Car;15000.0;A_Cancelled
1119;Application_1825104006;O_Create Offer;User_4;2016/01/05 17:23:29.655;New credit;Car;15000.0;A_Cancelled
1120;Application_1825104006;O_Created;User_4;2016/01/05 17:23:30.997;New credit;Car;15000.0;A_Cancelled
1121;Application_1825104006;O_Create Offer;User_4;2016/01/05 17:23:48.758;New credit;Car;15000.0;A_Cancelled
1122;Application_1825104006;O_Created;User_4;2016/01/05 17:23:49.904;New credit;Car;15000.0;A_Cancelled
1123;Application_1825104006;O_Sent (mail and online);User_4;2016/01/05 17:24:16.991;New credit;Car;15000.0;A_Cancelled
1124;Application_1825104006;O_Sent (mail and online);User_4;2016/01/05 17:24:17.003;New credit;Car;15000.0;A_Cancelled
1125;Application_1825104006;O_Create Offer;User_8;2016/01/29 10:50:35.667;New credit;Car;15000.0;A_Cancelled
1126;Application_1825104006;O_Created;User_8;2016/01/29 10:50:37.024;New credit;Car;15000.0;A_Cancelled
1127;Application_1825104006;O_Sent (mail and online);User_8;2016/01/29 10:50:48.865;New credit;Car;15000.0;A_Cancelled
1128;Application_1825104006;A_Cancelled;User_1;2016/02/29 08:01:41.085;New credit;Car;15000.0;A_Cancelled
1280;Application_1588619628;A_Create Application;User_1;2016/01/03 10:57:28.137;New credit;Home improvement;24000.0;A_Cancelled
1281;Application_1588619628;A_Submitted;User_1;2016/01/03 10:57:28.175;New credit;Home improvement;24000.0;A_Cancelled
1282;Application_1588619628;W_Handle leads;User_14;2016/01/04 08:21:39.726;New credit;Home improvement;24000.0;A_Cancelled
1283;Application_1588619628;W_Complete application;User_15;2016/01/04 16:53:14.126;New credit;Home improvement;24000.0;A_Cancelled
1284;Application_1588619628;A_Concept;User_14;2016/01/04 08:21:39.740;New credit;Home improvement;24000.0;A_Cancelled
1285;Application_1588619628;A_Accepted;User_15;2016/01/04 16:50:35.145;New credit;Home improvement;24000.0;A_Cancelled
1286;Application_1588619628;O_Create Offer;User_15;2016/01/04 16:51:42.543;New credit;Home improvement;24000.0;A_Cancelled
1287;Application_1588619628;O_Created;User_15;2016/01/04 16:51:43.835;New credit;Home improvement;24000.0;A_Cancelled
1288;Application_1588619628;O_Create Offer;User_15;2016/01/04 16:52:54.758;New credit;Home improvement;24000.0;A_Cancelled
1289;Application_1588619628;O_Created;User_15;2016/01/04 16:52:56.164;New credit;Home improvement;24000.0;A_Cancelled
1290;Application_1588619628;O_Sent (mail and online);User_15;2016/01/04 16:53:14.099;New credit;Home improvement;24000.0;A_Cancelled
1291;Application_1588619628;O_Sent (mail and online);User_15;2016/01/04 16:53:14.103;New credit;Home improvement;24000.0;A_Cancelled
1292;Application_1588619628;W_Call after offers;User_15;2016/01/04 16:53:14.149;New credit;Home improvement;24000.0;A_Cancelled
1293;Application_1588619628;A_Complete;User_15;2016/01/04 16:53:14.153;New credit;Home improvement;24000.0;A_Cancelled
1294;Application_1588619628;O_Create Offer;User_8;2016/01/29 10:53:27.539;New credit;Home improvement;24000.0;A_Cancelled
1295;Application_1588619628;O_Created;User_8;2016/01/29 10:53:29.141;New credit;Home improvement;24000.0;A_Cancelled
1296;Application_1588619628;O_Sent (mail and online);User_8;2016/01/29 10:53:42.026;New credit;Home improvement;24000.0;A_Cancelled
1297;Application_1588619628;A_Cancelled;User_1;2016/02/29 08:02:06.150;New credit;Home improvement;24000.0;A_Cancelled
1298;Application_505474597;A_Create Application;User_1;2016/01/03 10:58:49.721;New credit;Car;6750.0;A_Pending
1299;Application_505474597;A_Submitted;User_1;2016/01/03 10:58:49.758;New credit;Car;6750.0;A_Pending
1300;Application_505474597;A_Concept;User_1;2016/01/03 11:00:13.514;New credit;Car;6750.0;A_Pending
1301;Application_505474597;W_Complete application;User_38;2016/01/04 09:43:06.320;New credit;Car;6750.0;A_Pending
1302;Application_505474597;A_Accepted;User_16;2016/01/04 12:23:07.791;New credit;Car;6750.0;A_Pending
1303;Application_505474597;O_Create Offer;User_16;2016/01/04 12:25:45.275;New credit;Car;6750.0;A_Pending
1304;Application_505474597;O_Created;User_16;2016/01/04 12:25:46.552;New credit;Car;6750.0;A_Pending
1305;Application_505474597;O_Sent (mail and online);User_16;2016/01/04 12:26:06.476;New credit;Car;6750.0;A_Pending
1306;Application_505474597;W_Call after offers;User_16;2016/01/04 12:26:06.527;New credit;Car;6750.0;A_Pending
1307;Application_505474597;A_Complete;User_16;2016/01/04 12:26:06.530;New credit;Car;6750.0;A_Pending
1308;Application_505474597;O_Create Offer;User_85;2016/01/05 14:26:01.188;New credit;Car;6750.0;A_Pending
1309;Application_505474597;O_Created;User_85;2016/01/05 14:26:02.575;New credit;Car;6750.0;A_Pending
1310;Application_505474597;O_Sent (online only);User_85;2016/01/05 14:26:25.408;New credit;Car;6750.0;A_Pending
1311;Application_505474597;O_Create Offer;User_4;2016/01/05 18:10:52.409;New credit;Car;6750.0;A_Pending
1312;Application_505474597;O_Created;User_4;2016/01/05 18:10:53.848;New credit;Car;6750.0;A_Pending
1313;Application_505474597;O_Sent (mail and online);User_4;2016/01/05 18:11:06.454;New credit;Car;6750.0;A_Pending
1314;Application_505474597;W_Validate application;User_127;2016/01/13 13:17:33.484;New credit;Car;6750.0;A_Pending
1315;Application_505474597;A_Validating;User_127;2016/01/13 13:17:34.439;New credit;Car;6750.0;A_Pending
1316;Application_505474597;O_Returned;User_127;2016/01/13 13:29:10.163;New credit;Car;6750.0;A_Pending
1317;Application_505474597;O_Accepted;User_115;2016/01/13 16:25:38.828;New credit;Car;6750.0;A_Pending
1318;Application_505474597;A_Pending;User_115;2016/01/13 16:25:38.835;New credit;Car;6750.0;A_Pending
1778;Application_268676496;A_Create Application;User_1;2016/01/03 21:32:05.061;New credit;Car;5500.0;A_Pending
1779;Application_268676496;A_Submitted;User_1;2016/01/03 21:32:05.097;New credit;Car;5500.0;A_Pending
1780;Application_268676496;A_Concept;User_1;2016/01/03 21:33:36.274;New credit;Car;5500.0;A_Pending
1781;Application_268676496;W_Complete application;User_15;2016/01/04 12:50:17.882;New credit;Car;5500.0;A_Pending
1782;Application_268676496;A_Accepted;User_15;2016/01/04 12:48:35.853;New credit;Car;5500.0;A_Pending
1783;Application_268676496;O_Create Offer;User_15;2016/01/04 12:50:02.908;New credit;Car;5500.0;A_Pending
1784;Application_268676496;O_Created;User_15;2016/01/04 12:50:04.043;New credit;Car;5500.0;A_Pending
1785;Application_268676496;O_Sent (mail and online);User_15;2016/01/04 12:50:17.868;New credit;Car;5500.0;A_Pending
1786;Application_268676496;W_Call after offers;User_15;2016/01/04 12:50:17.890;New credit;Car;5500.0;A_Pending
1787;Application_268676496;A_Complete;User_15;2016/01/04 12:50:17.892;New credit;Car;5500.0;A_Pending
1788;Application_268676496;O_Create Offer;User_4;2016/01/05 17:55:21.914;New credit;Car;5500.0;A_Pending
1789;Application_268676496;O_Created;User_4;2016/01/05 17:55:23.109;New credit;Car;5500.0;A_Pending
1790;Application_268676496;O_Sent (mail and online);User_4;2016/01/05 17:55:34.825;New credit;Car;5500.0;A_Pending
1791;Application_268676496;O_Create Offer;User_4;2016/01/06 11:38:38.512;New credit;Car;5500.0;A_Pending
1792;Application_268676496;O_Created;User_4;2016/01/06 11:38:39.671;New credit;Car;5500.0;A_Pending
1793;Application_268676496;O_Sent (online only);User_4;2016/01/06 11:38:54.005;New credit;Car;5500.0;A_Pending
1794;Application_268676496;O_Create Offer;User_7;2016/01/11 12:53:03.195;New credit;Car;5500.0;A_Pending
1795;Application_268676496;O_Created;User_7;2016/01/11 12:53:04.488;New credit;Car;5500.0;A_Pending
1796;Application_268676496;O_Sent (mail and online);User_7;2016/01/11 12:54:47.036;New credit;Car;5500.0;A_Pending
1797;Application_268676496;W_Validate application;User_116;2016/01/14 08:44:17.756;New credit;Car;5500.0;A_Pending
1798;Application_268676496;A_Validating;User_116;2016/01/14 08:44:18.614;New credit;Car;5500.0;A_Pending
1799;Application_268676496;O_Returned;User_116;2016/01/14 08:47:19.434;New credit;Car;5500.0;A_Pending
1800;Application_268676496;W_Call incomplete files;User_100;2016/01/14 12:08:25.862;New credit;Car;5500.0;A_Pending
1801;Application_268676496;A_Incomplete;User_100;2016/01/14 12:08:25.863;New credit;Car;5500.0;A_Pending
1802;Application_268676496;O_Accepted;User_113;2016/01/14 15:50:51.830;New credit;Car;5500.0;A_Pending
1803;Application_268676496;A_Pending;User_113;2016/01/14 15:50:51.835;New credit;Car;5500.0;A_Pending
1917;Application_58755651;A_Create Application;User_1;2016/01/04 04:22:04.024;New credit;Home improvement;50000.0;A_Denied
1918;Application_58755651;A_Submitted;User_1;2016/01/04 04:22:04.117;New credit;Home improvement;50000.0;A_Denied
1919;Application_58755651;A_Concept;User_1;2016/01/04 04:22:40.027;New credit;Home improvement;50000.0;A_Denied
1920;Application_58755651;W_Complete application;User_19;2016/01/04 21:07:00.403;New credit;Home improvement;50000.0;A_Denied
1921;Application_58755651;A_Accepted;User_19;2016/01/04 20:56:44.130;New credit;Home improvement;50000.0;A_Denied
1922;Application_58755651;O_Create Offer;User_19;2016/01/04 20:59:34.226;New credit;Home improvement;50000.0;A_Denied
1923;Application_58755651;O_Created;User_19;2016/01/04 20:59:35.576;New credit;Home improvement;50000.0;A_Denied
1924;Application_58755651;O_Sent (mail and online);User_19;2016/01/04 21:07:00.380;New credit;Home improvement;50000.0;A_Denied
1925;Application_58755651;W_Call after offers;User_19;2016/01/04 21:07:00.419;New credit;Home improvement;50000.0;A_Denied
1926;Application_58755651;A_Complete;User_19;2016/01/04 21:07:00.421;New credit;Home improvement;50000.0;A_Denied
1927;Application_58755651;O_Create Offer;User_7;2016/01/05 13:14:44.094;New credit;Home improvement;50000.0;A_Denied
1928;Application_58755651;O_Created;User_7;2016/01/05 13:14:45.345;New credit;Home improvement;50000.0;A_Denied
1929;Application_58755651;O_Sent (online only);User_7;2016/01/05 13:15:29.345;New credit;Home improvement;50000.0;A_Denied
1930;Application_58755651;O_Create Offer;User_85;2016/01/05 16:18:15.542;New credit;Home improvement;50000.0;A_Denied
1931;Application_58755651;O_Created;User_85;2016/01/05 16:18:16.846;New credit;Home improvement;50000.0;A_Denied
1932;Application_58755651;O_Sent (online only);User_85;2016/01/05 16:18:27.748;New credit;Home improvement;50000.0;A_Denied
1933;Application_58755651;W_Validate application;User_95;2016/01/13 11:27:31.275;New credit;Home improvement;50000.0;A_Denied
1934;Application_58755651;A_Validating;User_117;2016/01/13 09:32:59.584;New credit;Home improvement;50000.0;A_Denied
1935;Application_58755651;O_Returned;User_117;2016/01/13 09:33:10.066;New credit;Home improvement;50000.0;A_Denied
1936;Application_58755651;A_Denied;User_95;2016/01/13 11:27:31.184;New credit;Home improvement;50000.0;A_Denied
2321;Application_1252717204;A_Create Application;User_3;2016/01/04 10:38:02.346;New credit;Existing loan takeover;20600.0;A_Pending
2322;Application_1252717204;W_Complete application;User_3;2016/01/04 10:38:02.387;New credit;Existing loan takeover;20600.0;A_Pending
2323;Application_1252717204;A_Concept;User_3;2016/01/04 10:38:02.390;New credit;Existing loan takeover;20600.0;A_Pending
2324;Application_1252717204;A_Accepted;User_19;2016/01/06 19:27:00.223;New credit;Existing loan takeover;20600.0;A_Pending
2325;Application_1252717204;O_Create Offer;User_19;2016/01/06 19:36:21.698;New credit;Existing loan takeover;20600.0;A_Pending
2326;Application_1252717204;O_Created;User_19;2016/01/06 19:36:22.939;New credit;Existing loan takeover;20600.0;A_Pending
2327;Application_1252717204;O_Create Offer;User_19;2016/01/06 19:36:36.915;New credit;Existing loan takeover;20600.0;A_Pending
2328;Application_1252717204;O_Created;User_19;2016/01/06 19:36:38.086;New credit;Existing loan takeover;20600.0;A_Pending
2329;Application_1252717204;O_Sent (mail and online);User_19;2016/01/06 19:43:38.535;New credit;Existing loan takeover;20600.0;A_Pending
2330;Application_1252717204;O_Sent (mail and online);User_19;2016/01/06 19:43:38.537;New credit;Existing loan takeover;20600.0;A_Pending
2331;Application_1252717204;W_Call after offers;User_19;2016/01/06 19:43:38.562;New credit;Existing loan takeover;20600.0;A_Pending
2332;Application_1252717204;A_Complete;User_19;2016/01/06 19:43:38.564;New credit;Existing loan takeover;20600.0;A_Pending
2333;Application_1252717204;O_Create Offer;User_8;2016/01/29 11:14:08.992;New credit;Existing loan takeover;20600.0;A_Pending
2334;Application_1252717204;O_Created;User_8;2016/01/29 11:14:10.296;New credit;Existing loan takeover;20600.0;A_Pending
2335;Application_1252717204;O_Sent (mail and online);User_8;2016/01/29 11:14:22.516;New credit;Existing loan takeover;20600.0;A_Pending
2336;Application_1252717204;O_Create Offer;User_2;2016/02/22 13:15:15.691;New credit;Existing loan takeover;20600.0;A_Pending
2337;Application_1252717204;O_Created;User_2;2016/02/22 13:15:17.038;New credit;Existing loan takeover;20600.0;A_Pending
2338;Application_1252717204;O_Sent (mail and online);User_2;2016/02/22 13:15:29.467;New credit;Existing loan takeover;20600.0;A_Pending
2339;Application_1252717204;W_Validate application;User_68;2016/03/08 12:32:37.300;New credit;Existing loan takeover;20600.0;A_Pending
2340;Application_1252717204;A_Validating;User_113;2016/03/04 08:50:06.108;New credit;Existing loan takeover;20600.0;A_Pending
2341;Application_1252717204;O_Returned;User_113;2016/03/04 08:50:18.715;New credit;Existing loan takeover;20600.0;A_Pending
2342;Application_1252717204;O_Accepted;User_68;2016/03/08 12:32:37.293;New credit;Existing loan takeover;20600.0;A_Pending
2343;Application_1252717204;A_Pending;User_68;2016/03/08 12:32:37.297;New credit;Existing loan takeover;20600.0;A_Pending
2358;Application_1823402778;A_Create Application;User_1;2016/01/04 10:46:10.645;New credit;Not speficied;15000.0;A_Pending
2359;Application_1823402778;A_Submitted;User_1;2016/01/04 10:46:10.704;New credit;Not speficied;15000.0;A_Pending
2360;Application_1823402778;A_Concept;User_1;2016/01/04 10:47:15.444;New credit;Not speficied;15000.0;A_Pending
2361;Application_1823402778;W_Complete application;User_15;2016/01/04 11:54:49.719;New credit;Not speficied;15000.0;A_Pending
2362;Application_1823402778;A_Accepted;User_15;2016/01/04 11:50:38.841;New credit;Not speficied;15000.0;A_Pending
2363;Application_1823402778;O_Create Offer;User_15;2016/01/04 11:54:33.864;New credit;Not speficied;15000.0;A_Pending
2364;Application_1823402778;O_Created;User_15;2016/01/04 11:54:35.143;New credit;Not speficied;15000.0;A_Pending
2365;Application_1823402778;O_Sent (mail and online);User_15;2016/01/04 11:54:49.696;New credit;Not speficied;15000.0;A_Pending
2366;Application_1823402778;W_Call after offers;User_15;2016/01/04 11:54:49.729;New credit;Not speficied;15000.0;A_Pending
2367;Application_1823402778;A_Complete;User_15;2016/01/04 11:54:49.736;New credit;Not speficied;15000.0;A_Pending
2368;Application_1823402778;O_Create Offer;User_43;2016/01/04 14:30:16.884;New credit;Not speficied;15000.0;A_Pending
2369;Application_1823402778;O_Created;User_43;2016/01/04 14:30:18.093;New credit;Not speficied;15000.0;A_Pending
2370;Application_1823402778;O_Sent (online only);User_43;2016/01/04 14:30:30.130;New credit;Not speficied;15000.0;A_Pending
2371;Application_1823402778;O_Create Offer;User_4;2016/01/05 18:25:11.886;New credit;Not speficied;15000.0;A_Pending
2372;Application_1823402778;O_Created;User_4;2016/01/05 18:25:13.156;New credit;Not speficied;15000.0;A_Pending
2373;Application_1823402778;O_Sent (mail and online);User_4;2016/01/05 18:25:23.284;New credit;Not speficied;15000.0;A_Pending
2374;Application_1823402778;W_Validate application;User_117;2016/01/15 12:00:41.210;New credit;Not speficied;15000.0;A_Pending
2375;Application_1823402778;A_Validating;User_117;2016/01/15 12:00:42.181;New credit;Not speficied;15000.0;A_Pending
2376;Application_1823402778;O_Returned;User_117;2016/01/15 12:00:56.338;New credit;Not speficied;15000.0;A_Pending
2377;Application_1823402778;O_Accepted;User_115;2016/01/15 15:54:49.340;New credit;Not speficied;15000.0;A_Pending
2378;Application_1823402778;A_Pending;User_115;2016/01/15 15:54:49.344;New credit;Not speficied;15000.0;A_Pending
3748;Application_1151254747;A_Create Application;User_1;2016/01/04 21:05:20.179;New credit;Other, see explanation;5000.0;A_Cancelled
3749;Application_1151254747;A_Submitted;User_1;2016/01/04 21:05:20.222;New credit;Other, see explanation;5000.0;A_Cancelled
3750;Application_1151254747;W_Handle leads;User_5;2016/01/05 07:48:02.660;New credit;Other, see explanation;5000.0;A_Cancelled
3751;Application_1151254747;W_Complete application;User_15;2016/01/06 09:17:46.882;New credit;Other, see explanation;5000.0;A_Cancelled
3752;Application_1151254747;A_Concept;User_5;2016/01/05 07:48:02.733;New credit;Other, see explanation;5000.0;A_Cancelled
3753;Application_1151254747;A_Accepted;User_15;2016/01/06 09:11:16.012;New credit;Other, see explanation;5000.0;A_Cancelled
3754;Application_1151254747;O_Create Offer;User_15;2016/01/06 09:16:35.150;New credit;Other, see explanation;5000.0;A_Cancelled
3755;Application_1151254747;O_Created;User_15;2016/01/06 09:16:36.371;New credit;Other, see explanation;5000.0;A_Cancelled
3756;Application_1151254747;O_Create Offer;User_15;2016/01/06 09:16:57.871;New credit;Other, see explanation;5000.0;A_Cancelled
3757;Application_1151254747;O_Created;User_15;2016/01/06 09:16:59.267;New credit;Other, see explanation;5000.0;A_Cancelled
3758;Application_1151254747;O_Sent (mail and online);User_15;2016/01/06 09:17:46.866;New credit;Other, see explanation;5000.0;A_Cancelled
3759;Application_1151254747;O_Sent (mail and online);User_15;2016/01/06 09:17:46.868;New credit;Other, see explanation;5000.0;A_Cancelled
3760;Application_1151254747;W_Call after offers;User_15;2016/01/06 09:17:46.891;New credit;Other, see explanation;5000.0;A_Cancelled
3761;Application_1151254747;A_Complete;User_15;2016/01/06 09:17:46.893;New credit;Other, see explanation;5000.0;A_Cancelled
